subject_id,age,education_code,education_name,gender_code,gender_name,handedness_code,handedness_name,spectacle_code,spectacle_name,text2_category_code,text2_category_name,path_full_form,path_text1_image,path_text2_image,path_json,path_chars_folder,text1_word_count,text1_char_count,text2_word_count,text2_char_count,total_word_count,total_char_count,lines_text1,lines_text2,lines_total
90,15,2,Secondary School,0,Female,0,Right-handed,0,No glasses,4,Economy,MPHD\090-152000_4\090-152000_4.png,MPHD\090-152000_4\090-T1.png,MPHD\090-152000_4\090-T2-4.png,MPHD\090-152000_4\090-152000_4.json,MPHD\090-152000_4\Chars,80,368,78,314,158,682,5,5,10
91,15,2,Secondary School,0,Female,0,Right-handed,0,No glasses,4,Economy,MPHD\091-152000_4\091-152000_4.png,MPHD\091-152000_4\091-T1.png,MPHD\091-152000_4\091-T2-4.png,MPHD\091-152000_4\091-152000_4.json,MPHD\091-152000_4\Chars,80,368,99,381,179,749,5,6,11
92,14,2,Secondary School,0,Female,0,Right-handed,1,Uses glasses,4,Economy,MPHD\092-142001_4\092-142001_4.png,MPHD\092-142001_4\092-T1.png,MPHD\092-142001_4\092-T2-4.png,MPHD\092-142001_4\092-142001_4.json,MPHD\092-142001_4\Chars,80,368,100,456,180,824,6,7,13
93,15,2,Secondary School,0,Female,0,Right-handed,0,No glasses,4,Economy,MPHD\093-152000_4\093-152000_4.png,MPHD\093-152000_4\093-T1.png,MPHD\093-152000_4\093-T2-4.png,MPHD\093-152000_4\093-152000_4.json,MPHD\093-152000_4\Chars,80,368,84,323,164,691,7,6,13
94,15,2,Secondary School,0,Female,0,Right-handed,0,No glasses,4,Economy,MPHD\094-152000_4\094-152000_4.png,MPHD\094-152000_4\094-T1.png,MPHD\094-152000_4\094-T2-4.png,MPHD\094-152000_4\094-152000_4.json,MPHD\094-152000_4\Chars,80,368,99,430,179,798,5,6,11
95,16,2,Secondary School,0,Female,0,Right-handed,0,No glasses,4,Economy,MPHD\095-162000_4\095-162000_4.png,MPHD\095-162000_4\095-T1.png,MPHD\095-162000_4\095-T2-4.png,MPHD\095-162000_4\095-162000_4.json,MPHD\095-162000_4\Chars,80,368,88,405,168,773,6,7,13
96,14,2,Secondary School,0,Female,0,Right-handed,0,No glasses,4,Economy,MPHD\096-142000_4\096-142000_4.png,MPHD\096-142000_4\096-T1.png,MPHD\096-142000_4\096-T2-4.png,MPHD\096-142000_4\096-142000_4.json,MPHD\096-142000_4\Chars,80,368,97,416,177,784,5,6,11
97,15,2,Secondary School,0,Female,1,Left-handed,1,Uses glasses,4,Economy,MPHD\097-152011_4\097-152011_4.png,MPHD\097-152011_4\097-T1.png,MPHD\097-152011_4\097-T2-4.png,MPHD\097-152011_4\097-152011_4.json,MPHD\097-152011_4\Chars,80,368,75,311,155,679,5,5,10
98,15,2,Secondary School,0,Female,0,Right-handed,0,No glasses,4,Economy,MPHD\098-152000_4\098-152000_4.png,MPHD\098-152000_4\098-T1.png,MPHD\098-152000_4\098-T2-4.png,MPHD\098-152000_4\098-152000_4.json,MPHD\098-152000_4\Chars,80,368,78,364,158,732,6,5,11
99,15,2,Secondary School,0,Female,0,Right-handed,0,No glasses,4,Economy,MPHD\099-152000_4\099-152000_4.png,MPHD\099-152000_4\099-T1.png,MPHD\099-152000_4\099-T2-4.png,MPHD\099-152000_4\099-152000_4.json,MPHD\099-152000_4\Chars,80,368,67,293,147,661,6,5,11
100,15,2,Secondary School,0,Female,0,Right-handed,1,Uses glasses,4,Economy,MPHD\100-152001_4\100-152001_4.png,MPHD\100-152001_4\100-T1.png,MPHD\100-152001_4\100-T2-4.png,MPHD\100-152001_4\100-152001_4.json,MPHD\100-152001_4\Chars,80,368,71,299,151,667,5,4,9
101,15,2,Secondary School,1,Male,0,Right-handed,0,No glasses,4,Economy,MPHD\101-152100_4\101-152100_4.png,MPHD\101-152100_4\101-T1.png,MPHD\101-152100_4\101-T2-4.png,MPHD\101-152100_4\101-152100_4.json,MPHD\101-152100_4\Chars,80,368,82,342,162,710,5,5,10
102,15,2,Secondary School,1,Male,1,Left-handed,0,No glasses,4,Economy,MPHD\102-152110_4\102-152110_4.png,MPHD\102-152110_4\102-T1.png,MPHD\102-152110_4\102-T2-4.png,MPHD\102-152110_4\102-152110_4.json,MPHD\102-152110_4\Chars,80,368,82,348,162,716,6,6,12
103,16,2,Secondary School,1,Male,0,Right-handed,0,No glasses,4,Economy,MPHD\103-162100_4\103-162100_4.png,MPHD\103-162100_4\103-T1.png,MPHD\103-162100_4\103-T2-4.png,MPHD\103-162100_4\103-162100_4.json,MPHD\103-162100_4\Chars,80,368,80,345,160,713,6,6,12
104,16,2,Secondary School,1,Male,0,Right-handed,0,No glasses,4,Economy,MPHD\104-162100_4\104-162100_4.png,MPHD\104-162100_4\104-T1.png,MPHD\104-162100_4\104-T2-4.png,MPHD\104-162100_4\104-162100_4.json,MPHD\104-162100_4\Chars,80,368,71,299,151,667,5,4,9
105,16,2,Secondary School,1,Male,0,Right-handed,0,No glasses,4,Economy,MPHD\105-162100_4\105-162100_4.png,MPHD\105-162100_4\105-T1.png,MPHD\105-162100_4\105-T2-4.png,MPHD\105-162100_4\105-162100_4.json,MPHD\105-162100_4\Chars,80,368,101,380,181,748,5,5,10
106,15,2,Secondary School,1,Male,0,Right-handed,0,No glasses,4,Economy,MPHD\106-152100_4\106-152100_4.png,MPHD\106-152100_4\106-T1.png,MPHD\106-152100_4\106-T2-4.png,MPHD\106-152100_4\106-152100_4.json,MPHD\106-152100_4\Chars,80,368,94,405,174,773,6,6,12
107,15,2,Secondary School,1,Male,0,Right-handed,1,Uses glasses,4,Economy,MPHD\107-152101_4\107-152101_4.png,MPHD\107-152101_4\107-T1.png,MPHD\107-152101_4\107-T2-4.png,MPHD\107-152101_4\107-152101_4.json,MPHD\107-152101_4\Chars,80,368,65,265,145,633,5,4,9
108,15,2,Secondary School,1,Male,0,Right-handed,0,No glasses,4,Economy,MPHD\108-152100_4\108-152100_4.png,MPHD\108-152100_4\108-T1.png,MPHD\108-152100_4\108-T2-4.png,MPHD\108-152100_4\108-152100_4.json,MPHD\108-152100_4\Chars,80,368,76,360,156,728,6,6,12
109,16,2,Secondary School,1,Male,0,Right-handed,0,No glasses,4,Economy,MPHD\109-162100_4\109-162100_4.png,MPHD\109-162100_4\109-T1.png,MPHD\109-162100_4\109-T2-4.png,MPHD\109-162100_4\109-162100_4.json,MPHD\109-162100_4\Chars,80,368,75,280,155,648,5,4,9
110,15,2,Secondary School,1,Male,0,Right-handed,0,No glasses,4,Economy,MPHD\110-152100_4\110-152100_4.png,MPHD\110-152100_4\110-T1.png,MPHD\110-152100_4\110-T2-4.png,MPHD\110-152100_4\110-152100_4.json,MPHD\110-152100_4\Chars,80,368,74,351,154,719,5,5,10
111,15,2,Secondary School,1,Male,1,Left-handed,0,No glasses,4,Economy,MPHD\111-152110_4\111-152110_4.png,MPHD\111-152110_4\111-T1.png,MPHD\111-152110_4\111-T2-4.png,MPHD\111-152110_4\111-152110_4.json,MPHD\111-152110_4\Chars,80,368,84,331,164,699,6,5,11
112,15,2,Secondary School,1,Male,0,Right-handed,0,No glasses,4,Economy,MPHD\112-152100_4\112-152100_4.png,MPHD\112-152100_4\112-T1.png,MPHD\112-152100_4\112-T2-4.png,MPHD\112-152100_4\112-152100_4.json,MPHD\112-152100_4\Chars,80,368,90,398,170,766,6,6,12
113,15,2,Secondary School,1,Male,0,Right-handed,0,No glasses,4,Economy,MPHD\113-152100_4\113-152100_4.png,MPHD\113-152100_4\113-T1.png,MPHD\113-152100_4\113-T2-4.png,MPHD\113-152100_4\113-152100_4.json,MPHD\113-152100_4\Chars,80,368,72,321,152,689,6,5,11
114,15,2,Secondary School,1,Male,1,Left-handed,0,No glasses,4,Economy,MPHD\114-152110_4\114-152110_4.png,MPHD\114-152110_4\114-T1.png,MPHD\114-152110_4\114-T2-4.png,MPHD\114-152110_4\114-152110_4.json,MPHD\114-152110_4\Chars,80,368,67,315,147,683,5,4,9
115,15,2,Secondary School,1,Male,0,Right-handed,1,Uses glasses,4,Economy,MPHD\115-152101_4\115-152101_4.png,MPHD\115-152101_4\115-T1.png,MPHD\115-152101_4\115-T2-4.png,MPHD\115-152101_4\115-152101_4.json,MPHD\115-152101_4\Chars,80,368,74,322,154,690,5,4,9
116,15,2,Secondary School,1,Male,0,Right-handed,0,No glasses,4,Economy,MPHD\116-152100_4\116-152100_4.png,MPHD\116-152100_4\116-T1.png,MPHD\116-152100_4\116-T2-4.png,MPHD\116-152100_4\116-152100_4.json,MPHD\116-152100_4\Chars,80,368,85,360,165,728,6,6,12
117,15,2,Secondary School,1,Male,0,Right-handed,0,No glasses,4,Economy,MPHD\117-152100_4\117-152100_4.png,MPHD\117-152100_4\117-T1.png,MPHD\117-152100_4\117-T2-4.png,MPHD\117-152100_4\117-152100_4.json,MPHD\117-152100_4\Chars,80,368,68,292,148,660,6,4,10
118,15,2,Secondary School,1,Male,0,Right-handed,1,Uses glasses,4,Economy,MPHD\118-152101_4\118-152101_4.png,MPHD\118-152101_4\118-T1.png,MPHD\118-152101_4\118-T2-4.png,MPHD\118-152101_4\118-152101_4.json,MPHD\118-152101_4\Chars,80,368,73,339,153,707,5,5,10
119,14,2,Secondary School,1,Male,0,Right-handed,1,Uses glasses,4,Economy,MPHD\119-142101_4\119-142101_4.png,MPHD\119-142101_4\119-T1.png,MPHD\119-142101_4\119-T2-4.png,MPHD\119-142101_4\119-142101_4.json,MPHD\119-142101_4\Chars,80,368,81,364,161,732,5,5,10
120,14,2,Secondary School,1,Male,0,Right-handed,0,No glasses,4,Economy,MPHD\120-142100_4\120-142100_4.png,MPHD\120-142100_4\120-T1.png,MPHD\120-142100_4\120-T2-4.png,MPHD\120-142100_4\120-142100_4.json,MPHD\120-142100_4\Chars,80,368,71,309,151,677,6,5,11
121,14,2,Secondary School,1,Male,0,Right-handed,1,Uses glasses,4,Economy,MPHD\121-142101_4\121-142101_4.png,MPHD\121-142101_4\121-T1.png,MPHD\121-142101_4\121-T2-4.png,MPHD\121-142101_4\121-142101_4.json,MPHD\121-142101_4\Chars,80,368,72,313,152,681,6,5,11
122,15,2,Secondary School,1,Male,1,Left-handed,0,No glasses,4,Economy,MPHD\122-152110_4\122-152110_4.png,MPHD\122-152110_4\122-T1.png,MPHD\122-152110_4\122-T2-4.png,MPHD\122-152110_4\122-152110_4.json,MPHD\122-152110_4\Chars,80,368,83,360,163,728,6,5,11
123,15,2,Secondary School,1,Male,0,Right-handed,0,No glasses,4,Economy,MPHD\123-152100_4\123-152100_4.png,MPHD\123-152100_4\123-T1.png,MPHD\123-152100_4\123-T2-4.png,MPHD\123-152100_4\123-152100_4.json,MPHD\123-152100_4\Chars,80,368,54,347,134,715,5,5,10
124,16,2,Secondary School,1,Male,0,Right-handed,1,Uses glasses,4,Economy,MPHD\124-162101_4\124-162101_4.png,MPHD\124-162101_4\124-T1.png,MPHD\124-162101_4\124-T2-4.png,MPHD\124-162101_4\124-162101_4.json,MPHD\124-162101_4\Chars,80,368,85,353,165,721,6,6,12
125,16,2,Secondary School,1,Male,0,Right-handed,0,No glasses,4,Economy,MPHD\125-162100_4\125-162100_4.png,MPHD\125-162100_4\125-T1.png,MPHD\125-162100_4\125-T2-4.png,MPHD\125-162100_4\125-162100_4.json,MPHD\125-162100_4\Chars,80,368,89,351,169,719,6,5,11
126,15,2,Secondary School,1,Male,0,Right-handed,0,No glasses,4,Economy,MPHD\126-152100_4\126-152100_4.png,MPHD\126-152100_4\126-T1.png,MPHD\126-152100_4\126-T2-4.png,MPHD\126-152100_4\126-152100_4.json,MPHD\126-152100_4\Chars,80,368,84,370,164,738,5,6,11
127,15,2,Secondary School,1,Male,0,Right-handed,0,No glasses,4,Economy,MPHD\127-152100_4\127-152100_4.png,MPHD\127-152100_4\127-T1.png,MPHD\127-152100_4\127-T2-4.png,MPHD\127-152100_4\127-152100_4.json,MPHD\127-152100_4\Chars,80,368,80,377,160,745,7,7,14
128,15,2,Secondary School,1,Male,0,Right-handed,1,Uses glasses,4,Economy,MPHD\128-152101_4\128-152101_4.png,MPHD\128-152101_4\128-T1.png,MPHD\128-152101_4\128-T2-4.png,MPHD\128-152101_4\128-152101_4.json,MPHD\128-152101_4\Chars,80,368,72,314,152,682,6,6,12
129,16,2,Secondary School,1,Male,0,Right-handed,1,Uses glasses,4,Economy,MPHD\129-162101_4\129-162101_4.png,MPHD\129-162101_4\129-T1.png,MPHD\129-162101_4\129-T2-4.png,MPHD\129-162101_4\129-162101_4.json,MPHD\129-162101_4\Chars,80,368,85,384,165,752,6,6,12
130,15,2,Secondary School,1,Male,0,Right-handed,0,No glasses,4,Economy,MPHD\130-152100_4\130-152100_4.png,MPHD\130-152100_4\130-T1.png,MPHD\130-152100_4\130-T2-4.png,MPHD\130-152100_4\130-152100_4.json,MPHD\130-152100_4\Chars,80,368,92,389,172,757,5,6,11
131,16,2,Secondary School,1,Male,0,Right-handed,1,Uses glasses,4,Economy,MPHD\131-162101_4\131-162101_4.png,MPHD\131-162101_4\131-T1.png,MPHD\131-162101_4\131-T2-4.png,MPHD\131-162101_4\131-162101_4.json,MPHD\131-162101_4\Chars,80,368,64,283,144,651,6,5,11
132,16,2,Secondary School,1,Male,0,Right-handed,0,No glasses,4,Economy,MPHD\132-162100_4\132-162100_4.png,MPHD\132-162100_4\132-T1.png,MPHD\132-162100_4\132-T2-4.png,MPHD\132-162100_4\132-162100_4.json,MPHD\132-162100_4\Chars,80,368,75,293,155,661,5,4,9
133,16,2,Secondary School,1,Male,0,Right-handed,0,No glasses,4,Economy,MPHD\133-162100_4\133-162100_4.png,MPHD\133-162100_4\133-T1.png,MPHD\133-162100_4\133-T2-4.png,MPHD\133-162100_4\133-162100_4.json,MPHD\133-162100_4\Chars,80,368,85,359,165,727,5,6,11
134,15,2,Secondary School,1,Male,0,Right-handed,1,Uses glasses,4,Economy,MPHD\134-152101_4\134-152101_4.png,MPHD\134-152101_4\134-T1.png,MPHD\134-152101_4\134-T2-4.png,MPHD\134-152101_4\134-152101_4.json,MPHD\134-152101_4\Chars,80,368,82,345,162,713,6,5,11
135,15,2,Secondary School,1,Male,0,Right-handed,0,No glasses,4,Economy,MPHD\135-152100_4\135-152100_4.png,MPHD\135-152100_4\135-T1.png,MPHD\135-152100_4\135-T2-4.png,MPHD\135-152100_4\135-152100_4.json,MPHD\135-152100_4\Chars,80,368,96,395,176,763,6,6,12
136,15,2,Secondary School,1,Male,0,Right-handed,0,No glasses,4,Economy,MPHD\136-152100_4\136-152100_4.png,MPHD\136-152100_4\136-T1.png,MPHD\136-152100_4\136-T2-4.png,MPHD\136-152100_4\136-152100_4.json,MPHD\136-152100_4\Chars,80,368,78,314,158,682,5,5,10
137,15,2,Secondary School,1,Male,0,Right-handed,1,Uses glasses,4,Economy,MPHD\137-152101_4\137-152101_4.png,MPHD\137-152101_4\137-T1.png,MPHD\137-152101_4\137-T2-4.png,MPHD\137-152101_4\137-152101_4.json,MPHD\137-152101_4\Chars,80,368,71,335,151,703,5,5,10
138,15,2,Secondary School,1,Male,0,Right-handed,0,No glasses,4,Economy,MPHD\138-152100_4\138-152100_4.png,MPHD\138-152100_4\138-T1.png,MPHD\138-152100_4\138-T2-4.png,MPHD\138-152100_4\138-152100_4.json,MPHD\138-152100_4\Chars,80,368,92,474,172,842,6,7,13
139,15,2,Secondary School,1,Male,0,Right-handed,0,No glasses,4,Economy,MPHD\139-152100_4\139-152100_4.png,MPHD\139-152100_4\139-T1.png,MPHD\139-152100_4\139-T2-4.png,MPHD\139-152100_4\139-152100_4.json,MPHD\139-152100_4\Chars,80,368,98,379,178,747,5,6,11
140,15,2,Secondary School,1,Male,0,Right-handed,0,No glasses,4,Economy,MPHD\140-152100_4\140-152100_4.png,MPHD\140-152100_4\140-T1.png,MPHD\140-152100_4\140-T2-4.png,MPHD\140-152100_4\140-152100_4.json,MPHD\140-152100_4\Chars,80,368,68,301,148,669,6,5,11
141,16,2,Secondary School,1,Male,0,Right-handed,0,No glasses,4,Economy,MPHD\141-162100_4\141-162100_4.png,MPHD\141-162100_4\141-T1.png,MPHD\141-162100_4\141-T2-4.png,MPHD\141-162100_4\141-162100_4.json,MPHD\141-162100_4\Chars,80,368,67,289,147,657,5,5,10
142,15,2,Secondary School,1,Male,0,Right-handed,0,No glasses,4,Economy,MPHD\142-152100_4\142-152100_4.png,MPHD\142-152100_4\142-T1.png,MPHD\142-152100_4\142-T2-4.png,MPHD\142-152100_4\142-152100_4.json,MPHD\142-152100_4\Chars,80,368,75,320,155,688,6,5,11
143,15,2,Secondary School,1,Male,0,Right-handed,0,No glasses,4,Economy,MPHD\143-152100_4\143-152100_4.png,MPHD\143-152100_4\143-T1.png,MPHD\143-152100_4\143-T2-4.png,MPHD\143-152100_4\143-152100_4.json,MPHD\143-152100_4\Chars,80,368,91,401,171,769,6,7,13
144,16,2,Secondary School,1,Male,0,Right-handed,1,Uses glasses,4,Economy,MPHD\144-162101_4\144-162101_4.png,MPHD\144-162101_4\144-T1.png,MPHD\144-162101_4\144-T2-4.png,MPHD\144-162101_4\144-162101_4.json,MPHD\144-162101_4\Chars,80,368,90,380,170,748,5,5,10
145,15,2,Secondary School,1,Male,0,Right-handed,1,Uses glasses,4,Economy,MPHD\145-152101_4\145-152101_4.png,MPHD\145-152101_4\145-T1.png,MPHD\145-152101_4\145-T2-4.png,MPHD\145-152101_4\145-152101_4.json,MPHD\145-152101_4\Chars,80,368,89,372,169,740,6,7,13
146,15,2,Secondary School,1,Male,0,Right-handed,0,No glasses,4,Economy,MPHD\146-152100_4\146-152100_4.png,MPHD\146-152100_4\146-T1.png,MPHD\146-152100_4\146-T2-4.png,MPHD\146-152100_4\146-152100_4.json,MPHD\146-152100_4\Chars,80,368,80,365,160,733,5,5,10
147,16,2,Secondary School,1,Male,0,Right-handed,0,No glasses,4,Economy,MPHD\147-162100_4\147-162100_4.png,MPHD\147-162100_4\147-T1.png,MPHD\147-162100_4\147-T2-4.png,MPHD\147-162100_4\147-162100_4.json,MPHD\147-162100_4\Chars,80,368,65,291,145,659,6,6,12
148,15,2,Secondary School,1,Male,0,Right-handed,0,No glasses,4,Economy,MPHD\148-152100_4\148-152100_4.png,MPHD\148-152100_4\148-T1.png,MPHD\148-152100_4\148-T2-4.png,MPHD\148-152100_4\148-152100_4.json,MPHD\148-152100_4\Chars,80,368,90,351,170,719,6,6,12
149,15,2,Secondary School,1,Male,0,Right-handed,0,No glasses,4,Economy,MPHD\149-152100_4\149-152100_4.png,MPHD\149-152100_4\149-T1.png,MPHD\149-152100_4\149-T2-4.png,MPHD\149-152100_4\149-152100_4.json,MPHD\149-152100_4\Chars,80,368,89,396,169,764,6,6,12
150,15,2,Secondary School,1,Male,0,Right-handed,0,No glasses,4,Economy,MPHD\150-152100_4\150-152100_4.png,MPHD\150-152100_4\150-T1.png,MPHD\150-152100_4\150-T2-4.png,MPHD\150-152100_4\150-152100_4.json,MPHD\150-152100_4\Chars,80,368,90,381,170,749,6,6,12
151,12,1,Primary School,0,Female,0,Right-handed,0,No glasses,5,History,MPHD\151-121000_5\151-121000_5.png,MPHD\151-121000_5\151-T1.png,MPHD\151-121000_5\151-T2-5.png,MPHD\151-121000_5\151-121000_5.json,MPHD\151-121000_5\Chars,80,368,66,248,146,616,6,4,10
152,13,1,Primary School,0,Female,0,Right-handed,0,No glasses,5,History,MPHD\152-131000_5\152-131000_5.png,MPHD\152-131000_5\152-T1.png,MPHD\152-131000_5\152-T2-5.png,MPHD\152-131000_5\152-131000_5.json,MPHD\152-131000_5\Chars,80,368,68,307,148,675,5,4,9
153,13,1,Primary School,0,Female,0,Right-handed,1,Uses glasses,5,History,MPHD\153-131001_5\153-131001_5.png,MPHD\153-131001_5\153-T1.png,MPHD\153-131001_5\153-T2-5.png,MPHD\153-131001_5\153-131001_5.json,MPHD\153-131001_5\Chars,80,368,49,225,129,593,5,3,8
154,13,1,Primary School,0,Female,0,Right-handed,0,No glasses,5,History,MPHD\154-131000_5\154-131000_5.png,MPHD\154-131000_5\154-T1.png,MPHD\154-131000_5\154-T2-5.png,MPHD\154-131000_5\154-131000_5.json,MPHD\154-131000_5\Chars,80,368,72,305,152,673,5,5,10
155,12,1,Primary School,0,Female,0,Right-handed,0,No glasses,5,History,MPHD\155-121000_5\155-121000_5.png,MPHD\155-121000_5\155-T1.png,MPHD\155-121000_5\155-T2-5.png,MPHD\155-121000_5\155-121000_5.json,MPHD\155-121000_5\Chars,80,368,60,246,140,614,5,4,9
156,13,1,Primary School,0,Female,0,Right-handed,0,No glasses,5,History,MPHD\156-131000_5\156-131000_5.png,MPHD\156-131000_5\156-T1.png,MPHD\156-131000_5\156-T2-5.png,MPHD\156-131000_5\156-131000_5.json,MPHD\156-131000_5\Chars,80,368,80,352,160,720,5,5,10
157,11,1,Primary School,0,Female,0,Right-handed,1,Uses glasses,5,History,MPHD\157-111001_5\157-111001_5.png,MPHD\157-111001_5\157-T1.png,MPHD\157-111001_5\157-T2-5.png,MPHD\157-111001_5\157-111001_5.json,MPHD\157-111001_5\Chars,80,368,76,306,156,674,5,4,9
158,13,1,Primary School,0,Female,0,Right-handed,0,No glasses,5,History,MPHD\158-131000_5\158-131000_5.png,MPHD\158-131000_5\158-T1.png,MPHD\158-131000_5\158-T2-5.png,MPHD\158-131000_5\158-131000_5.json,MPHD\158-131000_5\Chars,80,368,65,270,145,638,4,4,8
159,12,1,Primary School,0,Female,0,Right-handed,0,No glasses,5,History,MPHD\159-121000_5\159-121000_5.png,MPHD\159-121000_5\159-T1.png,MPHD\159-121000_5\159-T2-5.png,MPHD\159-121000_5\159-121000_5.json,MPHD\159-121000_5\Chars,80,368,62,266,142,634,5,4,9
160,12,1,Primary School,0,Female,0,Right-handed,0,No glasses,5,History,MPHD\160-121000_5\160-121000_5.png,MPHD\160-121000_5\160-T1.png,MPHD\160-121000_5\160-T2-5.png,MPHD\160-121000_5\160-121000_5.json,MPHD\160-121000_5\Chars,80,368,43,191,123,559,5,3,8
161,13,1,Primary School,0,Female,0,Right-handed,1,Uses glasses,5,History,MPHD\161-131001_5\161-131001_5.png,MPHD\161-131001_5\161-T1.png,MPHD\161-131001_5\161-T2-5.png,MPHD\161-131001_5\161-131001_5.json,MPHD\161-131001_5\Chars,80,368,106,441,186,809,6,6,12
162,13,1,Primary School,0,Female,0,Right-handed,0,No glasses,5,History,MPHD\162-131000_5\162-131000_5.png,MPHD\162-131000_5\162-T1.png,MPHD\162-131000_5\162-T2-5.png,MPHD\162-131000_5\162-131000_5.json,MPHD\162-131000_5\Chars,80,368,72,320,152,688,5,4,9
163,13,1,Primary School,0,Female,1,Left-handed,0,No glasses,5,History,MPHD\163-131010_5\163-131010_5.png,MPHD\163-131010_5\163-T1.png,MPHD\163-131010_5\163-T2-5.png,MPHD\163-131010_5\163-131010_5.json,MPHD\163-131010_5\Chars,80,368,70,275,150,643,5,4,9
164,13,1,Primary School,0,Female,0,Right-handed,0,No glasses,5,History,MPHD\164-131000_5\164-131000_5.png,MPHD\164-131000_5\164-T1.png,MPHD\164-131000_5\164-T2-5.png,MPHD\164-131000_5\164-131000_5.json,MPHD\164-131000_5\Chars,80,368,77,316,157,684,6,5,11
165,13,1,Primary School,0,Female,0,Right-handed,0,No glasses,5,History,MPHD\165-131000_5\165-131000_5.png,MPHD\165-131000_5\165-T1.png,MPHD\165-131000_5\165-T2-5.png,MPHD\165-131000_5\165-131000_5.json,MPHD\165-131000_5\Chars,80,368,79,297,159,665,6,5,11
166,13,1,Primary School,0,Female,0,Right-handed,0,No glasses,5,History,MPHD\166-131000_5\166-131000_5.png,MPHD\166-131000_5\166-T1.png,MPHD\166-131000_5\166-T2-5.png,MPHD\166-131000_5\166-131000_5.json,MPHD\166-131000_5\Chars,80,368,51,193,131,561,5,3,8
167,12,1,Primary School,0,Female,0,Right-handed,0,No glasses,5,History,MPHD\167-121000_5\167-121000_5.png,MPHD\167-121000_5\167-T1.png,MPHD\167-121000_5\167-T2-5.png,MPHD\167-121000_5\167-121000_5.json,MPHD\167-121000_5\Chars,80,368,63,302,143,670,6,5,11
168,11,1,Primary School,0,Female,0,Right-handed,0,No glasses,5,History,MPHD\168-111000_5\168-111000_5.png,MPHD\168-111000_5\168-T1.png,MPHD\168-111000_5\168-T2-5.png,MPHD\168-111000_5\168-111000_5.json,MPHD\168-111000_5\Chars,80,368,53,241,133,609,6,4,10
169,13,1,Primary School,0,Female,0,Right-handed,0,No glasses,5,History,MPHD\169-131000_5\169-131000_5.png,MPHD\169-131000_5\169-T1.png,MPHD\169-131000_5\169-T2-5.png,MPHD\169-131000_5\169-131000_5.json,MPHD\169-131000_5\Chars,80,368,94,345,174,713,5,5,10
170,13,1,Primary School,0,Female,0,Right-handed,0,No glasses,5,History,MPHD\170-131000_5\170-131000_5.png,MPHD\170-131000_5\170-T1.png,MPHD\170-131000_5\170-T2-5.png,MPHD\170-131000_5\170-131000_5.json,MPHD\170-131000_5\Chars,80,368,64,235,144,603,4,3,7
171,13,1,Primary School,0,Female,0,Right-handed,0,No glasses,5,History,MPHD\171-131000_5\171-131000_5.png,MPHD\171-131000_5\171-T1.png,MPHD\171-131000_5\171-T2-5.png,MPHD\171-131000_5\171-131000_5.json,MPHD\171-131000_5\Chars,80,368,82,330,162,698,5,5,10
172,13,1,Primary School,0,Female,0,Right-handed,0,No glasses,5,History,MPHD\172-131000_5\172-131000_5.png,MPHD\172-131000_5\172-T1.png,MPHD\172-131000_5\172-T2-5.png,MPHD\172-131000_5\172-131000_5.json,MPHD\172-131000_5\Chars,80,368,80,303,160,671,5,4,9
173,12,1,Primary School,0,Female,0,Right-handed,0,No glasses,5,History,MPHD\173-121000_5\173-121000_5.png,MPHD\173-121000_5\173-T1.png,MPHD\173-121000_5\173-T2-5.png,MPHD\173-121000_5\173-121000_5.json,MPHD\173-121000_5\Chars,80,368,77,308,157,676,4,4,8
174,12,1,Primary School,0,Female,0,Right-handed,0,No glasses,5,History,MPHD\174-121000_5\174-121000_5.png,MPHD\174-121000_5\174-T1.png,MPHD\174-121000_5\174-T2-5.png,MPHD\174-121000_5\174-121000_5.json,MPHD\174-121000_5\Chars,80,368,84,323,164,691,5,5,10
175,11,1,Primary School,0,Female,1,Left-handed,1,Uses glasses,5,History,MPHD\175-111011_5\175-111011_5.png,MPHD\175-111011_5\175-T1.png,MPHD\175-111011_5\175-T2-5.png,MPHD\175-111011_5\175-111011_5.json,MPHD\175-111011_5\Chars,80,368,89,343,169,711,6,5,11
176,12,1,Primary School,0,Female,0,Right-handed,0,No glasses,5,History,MPHD\176-121000_5\176-121000_5.png,MPHD\176-121000_5\176-T1.png,MPHD\176-121000_5\176-T2-5.png,MPHD\176-121000_5\176-121000_5.json,MPHD\176-121000_5\Chars,80,368,67,298,147,666,6,5,11
177,13,1,Primary School,0,Female,0,Right-handed,0,No glasses,5,History,MPHD\177-131000_5\177-131000_5.png,MPHD\177-131000_5\177-T1.png,MPHD\177-131000_5\177-T2-5.png,MPHD\177-131000_5\177-131000_5.json,MPHD\177-131000_5\Chars,80,368,69,278,149,646,6,5,11
178,12,1,Primary School,0,Female,0,Right-handed,0,No glasses,5,History,MPHD\178-121000_5\178-121000_5.png,MPHD\178-121000_5\178-T1.png,MPHD\178-121000_5\178-T2-5.png,MPHD\178-121000_5\178-121000_5.json,MPHD\178-121000_5\Chars,80,368,62,228,142,596,5,3,8
179,13,1,Primary School,0,Female,0,Right-handed,0,No glasses,5,History,MPHD\179-131000_5\179-131000_5.png,MPHD\179-131000_5\179-T1.png,MPHD\179-131000_5\179-T2-5.png,MPHD\179-131000_5\179-131000_5.json,MPHD\179-131000_5\Chars,80,368,77,282,157,650,6,5,11
